class,class label,class definition,instance,instance label,instance description,classification,rationale
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.",http://caligraph.org/resource/Hugo_Almeida_(Brazilian_footballer),Hugo Almeida (Brazilian footballer),"Hugo Almeida is a Brazilian footballer, born on January 6, 1986, in São Fidélis, Rio de Janeiro state, Brazil. Known for playing as a forward, he has a height of 1.83 meters. Over the course of his career, Almeida has played for various clubs both in Brazil and internationally. His Brazilian affiliations include Associação Portuguesa de Desportos, Joinville Esporte Clube, Grêmio Barueri Futebol, Esporte Clube XV de Novembro (Piracicaba), Sociedade Esportiva do Gama, Clube Náutico Capibaribe, Associação Desportiva São Caetano, Botafogo de Futebol e Regatas, Goiás Esporte Clube and Esporte Clube Juventude, among others. Internationally, he has played for clubs like Ittihad Tanger, Fagiano Okayama, and Ventforet Kofu. Almeida also has experience in the J1 and J2 Leagues in Japan, making him an expatriate footballer in the country. He has also represented the Brazil national under-17 football team.",negative,"The definition of a Clube Náutico Capibaribe player is a professional football player who is currently a member of the Clube Náutico Capibaribe. In the description of Hugo Almeida, it is stated that he has played for Clube Náutico Capibaribe among other clubs. Therefore, based on this information, it can be argued that Hugo Almeida is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.",http://caligraph.org/resource/Jo%C3%A3o_Ananias,João Ananias,"João Ananias is a Brazilian professional footballer born on January 12, 1991, in Recife, Pernambuco, Brazil. He is known for his versatility, playing as a midfielder and a defender. His career has seen him play for various clubs in Brazil and abroad. These include Joinville Esporte Clube, Cuiabá Esporte Clube, Clube Náutico Capibaribe, Santa Cruz Futebol Clube, FK Ventspils in Latvia, Anápolis Futebol Clube, Salgueiro Atlético Clube, W Connection F.C., Treze Futebol Clube, River Atlético Clube, and Grêmio Esportivo Brasil. He has also participated in the Latvian Higher League and the TT Pro League in Trinidad and Tobago as a foreign player, making him an expatriate footballer in both countries. His height is 1.74 meters.",negative,"The definition of a Clube Náutico Capibaribe player is a professional football player who is currently a member of the Clube Náutico Capibaribe. The entity description for João Ananias states that he has played for various clubs, including Clube Náutico Capibaribe. However, it does not specify that he is currently a member of the Clube Náutico Capibaribe. Therefore, based on the provided information, we cannot definitively assert that João Ananias is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.","http://caligraph.org/resource/Nivaldo_(footballer,_born_1980)","Nivaldo (footballer, born 1980)","Nivaldo (born 1980) is a Brazilian association football defender who was an expatriate footballer in several countries including Israel, France, Spain, Portugal, and Qatar. Born on 23 June 1980 in Feira de Santana, Brazil, he has played for a range of clubs including AS Saint-Étienne, Real Valladolid, Rio Ave F.C., Coritiba Foot Ball Club, and Maccabi Tel Aviv F.C., among others. He also participated in various leagues such as the Primeira Liga, La Liga, Liga Leumit, and Qatar Stars League. Outside of his home country, he has played in the Israeli Premier League and France's Ligue 1. Nivaldo stands at a height of 1.87 meters.",negative,"The provided information does not support the assertion that Nivaldo (footballer, born 1980) is a Clube Náutico Capibaribe player. The description of Nivaldo does not mention him being a member of the Clube Náutico Capibaribe, which is a requirement according to the definition of a Clube Náutico Capibaribe player. Therefore, based on the available information, we cannot argue that Nivaldo is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.",http://caligraph.org/resource/Radam%C3%A9s_(footballer),Radamés (footballer),"Radamés (born April 17, 1986) is a professional footballer from Rio de Janeiro, Brazil. He is an association football midfielder who has largely played in the Campeonato Brasileiro Série B. Over his career, he has played for several clubs, including Fluminense FC, Boa Esporte Clube, Botafogo Futebol Clube (SP), Esporte Clube Juventude, Clube Náutico Capibaribe, Volta Redonda FC, and Paysandu Sport Club, among others. Radamés has also played internationally, marking him as a Brazilian expatriate footballer. He is known for his height, standing at 1.8 meters tall. He was previously married to actress Viviane Araújo.
",negative,"The definition of a Clube Náutico Capibaribe player is a professional football player who is currently a member of the Clube Náutico Capibaribe. In the description of Radamés, it is stated that he has played for several clubs, including Clube Náutico Capibaribe. Therefore, based on this information, it can be argued that Radamés is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.","http://caligraph.org/resource/Su%C3%A9liton_(footballer,_born_1991)","Suéliton (footballer, born 1991)","Suéliton Aguiar Pereira (born 26 June 1991) is a professional Brazilian footballer who plays as a defender. He was born in Guarabira, Paraíba, Brazil. Throughout his career, he has played for various clubs including Amércia Futebol Clube (MG), Mogi Mirim Esporte Clube, Ituano FC, Red Bull Brasil, Associação Atlética Ponte Preta, Campinense Clube, Oriente Petrolero, Vitória S.C. B, ABC Futebol Clube, Cuiabá Esporte Clube, and Esporte Clube Santo André among others. Suéliton has also had stints as an expatriate footballer in Bolivia and Portugal. He has participated in several Brazilian football championships including Campeonato Brasileiro Série B, C, and D. Standing at 1.87 meters tall, Suéliton is recognized for his defensive skills on the pitch.",negative,"The provided description does not provide any evidence or information that Suéliton (footballer, born 1991) is a Clube Náutico Capibaribe player. The description lists several clubs that Suéliton has played for, but Clube Náutico Capibaribe is not among them. Therefore, based on the given information, it cannot be asserted that Suéliton (footballer, born 1991) is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.",http://caligraph.org/resource/Alceu_(footballer),Alceu (footballer),"Alceu (born May 7, 1984) is a Brazilian professional footballer who primarily plays as a midfielder. Born in Diadema, São Paulo, Brazil, he has played for numerous teams throughout his career. These include Grêmio Barueri Futebol, São Carlos Futebol Clube, Hokkaido Consadole Sapporo, Kashiwa Reysol, Montedio Yamagata, Marília Atlético Clube, Sociedade Esportiva Palmeiras, and Clube Náutico Capibaribe. He has had a significant career in Japan, playing in both the J1 and J2 leagues, and is considered a foreign J.League player. Alceu's career has also made him an expatriate footballer in Japan, and he is recognized as a Brazilian expatriate sports-person in the country.",negative,"The definition of a Clube Náutico Capibaribe player is any professional football player who is currently a member of the Clube Náutico Capibaribe. The entity description for Alceu (footballer) states that he has played for Clube Náutico Capibaribe among other teams. However, it does not specify whether he is currently a member of the team. Therefore, based solely on the provided information, it cannot be definitively argued that Alceu (footballer) is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.",http://caligraph.org/resource/Jairo_do_Nascimento,Jairo do Nascimento,"Jairo do Nascimento (October 23, 1946 - February 6, 2019) was a notable Brazilian international footballer, famed for his role as an association football goalkeeper. He was born in Joinville and died in Curitiba. Throughout his career, he played for a number of clubs, including Clube Náutico Capibaribe, Caxias Futebol Clube, Coritiba Foot Ball Club, América Futebol Clube (MG), Fluminense FC, and Sport Club Corinthians Paulista. His career and contributions to the sport have been recognized in various lists and categories on Wikipedia, including those of Brazil international footballers and association football goalkeepers.",negative,"The definition of a Clube Náutico Capibaribe player is any professional football player who is currently a member of the Clube Náutico Capibaribe. The description of Jairo do Nascimento states that he played for a number of clubs, including Clube Náutico Capibaribe. Therefore, based on this information, it can be argued that Jairo do Nascimento was a Clube Náutico Capibaribe player. However, it should be noted that the definition specifies ""currently a member,"" and Jairo do Nascimento is no longer alive, so he would not be a current member. But during his lifetime and professional career, he was a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/Clube_N%C3%A1utico_Capibaribe_player,Clube Náutico Capibaribe player,"""Clube Náutico Capibaribe player"" refers to any professional football player who is currently a member of the Clube Náutico Capibaribe, a Brazilian football team based in Recife, Pernambuco. This player can be in any position on the team, from goalkeeping to attacking, and is bound by contract to play and represent the club in various domestic and international matches and tournaments.",http://caligraph.org/resource/Rafael_Alem%C3%A3o,Rafael Alemão,"Rafael Alemão is a Brazilian footballer born in 1986 in Vitória, Espírito Santo, Brazil. Alemão, standing tall at 1.88 meters, plays in the position of a defender. Throughout his career, he has been associated with numerous football clubs such as Al-Faisaly FC, Pohang Steelers, Esporte Clube Vitória, Vila Nova Futebol Clube, Figueirense FC, Campinense Clube, Marília Atlético Clube, and Clube Náutico Capibaribe. Alemão is a part of the Saudi Professional League, K League 1, Campeonato Brasileiro Série B, C, and D. He has also expanded his experience by playing as an expatriate in South Korea and Saudi Arabia. His German descent has led him to be recognized as a Brazilian person of German descent.",negative,"The definition of a Clube Náutico Capibaribe player is a professional football player who is currently a member of the Clube Náutico Capibaribe. The information provided about Rafael Alemão states that he has been associated with Clube Náutico Capibaribe, among other football clubs. Therefore, based on this information, it can be argued that Rafael Alemão is a Clube Náutico Capibaribe player."
http://caligraph.org/ontology/PlayStation_VR_game,PlayStation VR game,"PlayStation VR game (noun):

A type of interactive digital entertainment or simulation that is specifically designed to be played on the PlayStation VR system, a virtual reality headset produced by Sony Interactive Entertainment. These games utilize VR technology to create immersive, 360-degree experiences, often requiring the player to use motion controls or a standard PlayStation controller to interact with the virtual environment.",http://caligraph.org/resource/The_Persistence,The Persistence,"""The Persistence"" is a video game about cloning developed in the United Kingdom. It is a survival horror game set in the 2050s and in outer space. The game falls into the genre of action, roguelike, and survival horror. It uses Unreal Engine and was developed and published by Firesprite. The Persistence is available on multiple platforms including Microsoft Windows, PlayStation 4, PlayStation 5, Xbox Series X and Series S. The game was first released on July 24, 2018, with subsequent releases on May 21, 2020, and June 4, 2021. It is also included in several lists of games on Wikipedia, such as video games developed in the United Kingdom, video games set in the 2050s, and PlayStation 5 games.",negative,"The provided description of ""The Persistence"" does not include any information that directly indicates it is a PlayStation VR game. While it is mentioned that the game is available on PlayStation 4 and PlayStation 5, there is no mention of it being designed for or compatible with the PlayStation VR system. Therefore, based on the given definition and the information provided, there is no basis to assert that ""The Persistence"" is a PlayStation VR game."
http://caligraph.org/ontology/PlayStation_VR_game,PlayStation VR game,"PlayStation VR game (noun):

A type of interactive digital entertainment or simulation that is specifically designed to be played on the PlayStation VR system, a virtual reality headset produced by Sony Interactive Entertainment. These games utilize VR technology to create immersive, 360-degree experiences, often requiring the player to use motion controls or a standard PlayStation controller to interact with the virtual environment.",http://caligraph.org/resource/Doom_(1993_video_game),Doom (1993 video game),"""Doom"" is a 1993 video game developed by id Software. It is a first-person shooter genre video game that has alternative versions and has been commercially released with DOSBox. The game has scored by Bobby Prince and has been published by both Atari, Inc. and id Software. The game was initially released on platforms such as the IOS, PlayStation 3, MS-DOS, Android, Linux, Xbox One, and many others. The game was also part of the Doom franchise series. Doom was not only a popular game but also considered an Internet phenomenon, becoming one of the most-played video games. The game set on Mars and in hell has a science fantasy theme and features demons. Doom also offered a multiplayer online game option and a level editor. The game is notable for its controversies and is known for being a censored video game. Despite this, it is considered artistic. Doom was released on many different dates, with the earliest release date being in 1993.",negative,"The provided description of Doom (1993 video game) does not include any information that would suggest it is a PlayStation VR game. The game was released on various platforms, including PlayStation 3, but there is no mention of it being specifically designed for or released on the PlayStation VR system. Therefore, based on the given information, it is not possible to argue that Doom (1993 video game) is a PlayStation VR game."
http://caligraph.org/ontology/PlayStation_VR_game,PlayStation VR game,"PlayStation VR game (noun):

A type of interactive digital entertainment or simulation that is specifically designed to be played on the PlayStation VR system, a virtual reality headset produced by Sony Interactive Entertainment. These games utilize VR technology to create immersive, 360-degree experiences, often requiring the player to use motion controls or a standard PlayStation controller to interact with the virtual environment.",http://caligraph.org/resource/Eve_Online,Eve Online,"Eve Online is a cross-platform video game developed by CCP Games and introduced in 2003. It is a space-based massively multiplayer online role-playing game (MMORPG) that supports cross-platform play and features a virtual economy. The game is also considered a space trading and combat simulator and a space flight simulation game, with elements of vehicular combat. Eve Online has been released on various platforms, including Windows and MacOS, and has been developed using Python software. The game is known for its science fiction universe, dystopian themes, and erotic elements. It has been published by THQ, Atari, and Simon & Schuster and is recognized for its expansion packs and being a business simulation video game. The game is also notable for its inclusion in the Museum of Modern Art's collection.",negative,"Based on the provided information, it cannot be argued that Eve Online is a PlayStation VR game. The description of Eve Online does not mention it being designed for or compatible with the PlayStation VR system. It is a cross-platform game that has been released on various platforms, including Windows and MacOS, but there is no mention of PlayStation VR. Therefore, using only the provided information, it cannot be asserted that Eve Online is a PlayStation VR game."
http://caligraph.org/ontology/PlayStation_VR_game,PlayStation VR game,"PlayStation VR game (noun):

A type of interactive digital entertainment or simulation that is specifically designed to be played on the PlayStation VR system, a virtual reality headset produced by Sony Interactive Entertainment. These games utilize VR technology to create immersive, 360-degree experiences, often requiring the player to use motion controls or a standard PlayStation controller to interact with the virtual environment.",http://caligraph.org/resource/Power_Eleven,Power Eleven,"Power Eleven is a PlayStation VR game, and a multiplayer and single-player video game that was released in 1991. It is also a TurboGrafx-16 game and Association Football (or soccer) video game developed by Konami, Hudson Soft, and Westone Bit Entertainment. Notably, Power Eleven is a Japan-exclusive video game that is also available on the Virtual Console for Wii. The game was published by Hudson Soft and falls under the genre of sports and simulation video games. Its alternate name is ""Eleven Eleven"". The game was first released on June 21, 1991, and later on February 26, 2008.",negative,"The provided description does not support the assertion that Power Eleven is a PlayStation VR game. While it is mentioned that Power Eleven is a video game, there is no information indicating that it was specifically designed for the PlayStation VR system or that it utilizes VR technology for an immersive, 360-degree experience. Therefore, based on the given definition and information, it cannot be argued that Power Eleven is a PlayStation VR game."
http://caligraph.org/ontology/England_under-21_international_footballer,England under-21 international footballer,"""England Under-21 International Footballer"" (noun):

1. A footballer who is officially selected and participates in football matches for England's national under-21 team. The age restriction implies the player is at most 21 years old, although they can still play if they turn 22 during the two-year European Championship campaign.
   
2. Typically, these players are recognized as having significant potential in the sport, and may either be emerging talents in the early stages of their professional careers or established players within the football leagues.

3. The selection of these players is based on their skill, performance, and adherence to the rules and regulations set by the Football Association, the governing body of football in England. 

4. Their primary objective is to represent England in international under-21 football competitions, such as the UEFA European Under-21 Championship. 

5. Being an England under-21 international footballer often serves as a stepping stone to being selected for England's senior national team.",http://caligraph.org/resource/Patrick_Bamford,Patrick Bamford,"Patrick Bamford is a professional footballer born in September 5, 1993 in Grantham, Lincolnshire, England. He attended Nottingham High School and competes as a forward. Throughout his career, Bamford has played for multiple clubs including Nottingham Forest F.C., Norwich City F.C., Leeds United F.C., Milton Keynes Dons F.C., Derby County F.C., Middlesbrough F.C., Chelsea F.C., Burnley F.C., and Crystal Palace F.C. Notably, he has competed for both England's and Republic of Ireland's national under-19 football teams. Bamford is of Irish descent and has been recognized as a top Premier League goal scorer. He has also been awarded the number 9 jersey in his team lineups. In addition to his athletic achievements, Bamford is a recipient of Nike sponsorship.",negative,"The text does not provide sufficient information to assert that Patrick Bamford is an England under-21 international footballer. While it is mentioned that he has competed for England's national under-19 football team, there is no specific mention of him playing for the under-21 team. Therefore, based solely on the provided information, we cannot definitively categorize Patrick Bamford as an England under-21 international footballer."
http://caligraph.org/ontology/England_under-21_international_footballer,England under-21 international footballer,"""England Under-21 International Footballer"" (noun):

1. A footballer who is officially selected and participates in football matches for England's national under-21 team. The age restriction implies the player is at most 21 years old, although they can still play if they turn 22 during the two-year European Championship campaign.
   
2. Typically, these players are recognized as having significant potential in the sport, and may either be emerging talents in the early stages of their professional careers or established players within the football leagues.

3. The selection of these players is based on their skill, performance, and adherence to the rules and regulations set by the Football Association, the governing body of football in England. 

4. Their primary objective is to represent England in international under-21 football competitions, such as the UEFA European Under-21 Championship. 

5. Being an England under-21 international footballer often serves as a stepping stone to being selected for England's senior national team.",http://caligraph.org/resource/Paul_Gascoigne,Paul Gascoigne,"Paul Gascoigne (also known as ""Gazza"") is an English former professional footballer and football manager, born on May 27, 1967, in Gateshead, Tyne and Wear. He is best known for his time with clubs like Tottenham Hotspur F.C., Everton F.C., Newcastle United F.C., S.S. Lazio and Rangers F.C. Internationally, Gascoigne played for the England national football team and was a participant in the 1990 FIFA World Cup. 

Gascoigne also had a stint as a manager for Kettering Town F.C. and has been involved in various controversies, leading to his conviction for several crimes. He has been diagnosed with bipolar disorder and obsessive-compulsive disorder, and has been a victim of the News International phone-hacking scandal.

Gascoigne has also authored autobiographical works, and has been featured in films like ""Bobby Robson: More Than a Manager"", ""Gascoigne"", and ""One Night in Turin"". His spouse is Sheryl Gascoigne and he is related to Regan Gascoigne.",negative,"The provided description does not provide sufficient information to argue that Paul Gascoigne is an England under-21 international footballer. While it is stated that Gascoigne played for the England national football team and participated in the 1990 FIFA World Cup, there is no specific mention of him playing for England's under-21 team. Therefore, based solely on the provided information, it cannot be asserted that Paul Gascoigne is an England under-21 international footballer."
http://caligraph.org/ontology/England_under-21_international_footballer,England under-21 international footballer,"""England Under-21 International Footballer"" (noun):

1. A footballer who is officially selected and participates in football matches for England's national under-21 team. The age restriction implies the player is at most 21 years old, although they can still play if they turn 22 during the two-year European Championship campaign.
   
2. Typically, these players are recognized as having significant potential in the sport, and may either be emerging talents in the early stages of their professional careers or established players within the football leagues.

3. The selection of these players is based on their skill, performance, and adherence to the rules and regulations set by the Football Association, the governing body of football in England. 

4. Their primary objective is to represent England in international under-21 football competitions, such as the UEFA European Under-21 Championship. 

5. Being an England under-21 international footballer often serves as a stepping stone to being selected for England's senior national team.","http://caligraph.org/resource/Gary_Mills_(footballer,_born_1961)","Gary Mills (footballer, born 1961)","Gary Mills (born November 11, 1961 in Northampton) is a former professional English footballer and current football manager. Mills had a versatile playing career, taking on the roles of both a defender and a midfielder. He played for several English teams, including Derby County F.C., Leicester City F.C., Notts County F.C., and Tamworth F.C. Mills also had a stint as an expatriate soccer player in the United States with the Seattle Sounders. His managerial career was equally diverse, with tenures at clubs such as Notts County F.C., Gateshead F.C., and York City F.C. In addition to his football career, Mills is also recognized as an English autobiographer.",negative,"The provided description of Gary Mills (footballer, born 1961) does not contain any information that would allow us to assert that he was an England under-21 international footballer. The description mentions that he was a professional English footballer and played for several English teams, but it does not specify whether he was ever selected for and participated in matches for England's national under-21 team. Therefore, based solely on the provided information, we cannot argue that Gary Mills was an England under-21 international footballer."
http://caligraph.org/ontology/England_under-21_international_footballer,England under-21 international footballer,"""England Under-21 International Footballer"" (noun):

1. A footballer who is officially selected and participates in football matches for England's national under-21 team. The age restriction implies the player is at most 21 years old, although they can still play if they turn 22 during the two-year European Championship campaign.
   
2. Typically, these players are recognized as having significant potential in the sport, and may either be emerging talents in the early stages of their professional careers or established players within the football leagues.

3. The selection of these players is based on their skill, performance, and adherence to the rules and regulations set by the Football Association, the governing body of football in England. 

4. Their primary objective is to represent England in international under-21 football competitions, such as the UEFA European Under-21 Championship. 

5. Being an England under-21 international footballer often serves as a stepping stone to being selected for England's senior national team.",http://caligraph.org/resource/Ashley_Cole,Ashley Cole,"Ashley Cole is an English professional footballer and football coach, born on December 20, 1980, in London. He has played as a defender for a number of football clubs including Derby County F.C., A.S. Roma, LA Galaxy, Crystal Palace F.C., Arsenal F.C., and Chelsea F.C. He also represented England at the national level. Cole has participated in several major football tournaments such as the 2002 and 2010 FIFA World Cups, and the UEFA Euro 2004 and 2012. His footballing career also includes spells in Italy and the United States, making him an English expatriate sportsperson in both these countries. 

Apart from his footballing career, Cole is known for being a victim of the news media phone hacking scandal. He has had sponsorship deals with sports brands Adidas and Nike. He was married to Cheryl, a singer. Some of his career achievements include being a UEFA Champions League winning player and a UEFA Europa League winning player. Cole is also associated with the London Borough of Tower Hamlets, where he was born and raised.",negative,"The provided description does not provide sufficient information to assert that Ashley Cole is an England under-21 international footballer. While it is mentioned that he has represented England at the national level and played for several football clubs, there is no specific mention of him playing for England's under-21 team. Therefore, based on the given information, we cannot confirm that Ashley Cole is an England under-21 international footballer."
http://caligraph.org/ontology/Autobiography,Autobiography,"Autobiography (noun):

1. A literary work about the author's own life, written by the author himself or herself. It is a self-narrated account of one's life experiences, achievements, failures, personal insights, and significant events.

2. Unlike a biography, which is a third-person narrative about someone's life, an autobiography is written from a first-person perspective, providing a subjective and intimate depiction of the author's life.

3. Autobiographies typically cover a significant portion of the author's life, although some may focus on specific themes or periods. They often include details about the author's background, personal life, career, relationships, and thoughts.

4. The truthfulness of an autobiography can be subjective, as it relies on the author's memory and personal interpretation of events.",http://caligraph.org/resource/Do%20You%20Want%20to%20Go%20With%20Me%3F%22%20(Willst%20du%20mit%20mir%20gehn_(24366755),"Do You Want to Go With Me?"" (Willst du mit mir gehn","""Do You Want to Go With Me?"" (German: ""Willst du mit mir gehn"") is a named individual, identified within the realm of autobiographies. The title is recognized and preferred as ""Do You Want to Go With Me?\"" (Willst du mit mir gehn"". The piece is derived from a list of autobiographies featured in Wikipedia.",negative,"Based on the provided definition of an autobiography, ""Do You Want to Go With Me?"" (Willst du mit mir gehn) can be considered an autobiography if it is a literary work written by the author about their own life. This work would need to be a self-narrated account of the author's life experiences, achievements, failures, personal insights, and significant events. It would be written from a first-person perspective, providing a subjective and intimate depiction of the author's life. The work would typically cover a significant portion of the author's life, although it may focus on specific themes or periods. It would include details about the author's background, personal life, career, relationships, and thoughts. The truthfulness of this work would be subjective, as it relies on the author's memory and personal interpretation of events."
http://caligraph.org/ontology/Autobiography,Autobiography,"Autobiography (noun):

1. A literary work about the author's own life, written by the author himself or herself. It is a self-narrated account of one's life experiences, achievements, failures, personal insights, and significant events.

2. Unlike a biography, which is a third-person narrative about someone's life, an autobiography is written from a first-person perspective, providing a subjective and intimate depiction of the author's life.

3. Autobiographies typically cover a significant portion of the author's life, although some may focus on specific themes or periods. They often include details about the author's background, personal life, career, relationships, and thoughts.

4. The truthfulness of an autobiography can be subjective, as it relies on the author's memory and personal interpretation of events.",http://caligraph.org/resource/And_the_Beat_Goes_On_(The_Whispers_song),And the Beat Goes On (The Whispers song),"""And the Beat Goes On"" is a song by The Whispers, released as a single in 1979 under the label SOLAR Records. The song is a part of the album 'The Whispers'. It falls under the genres of Dance-pop, Rhythm and blues, Post-disco, and Dance music. The song was written by Leon Sylvers III and produced by Dick Griffey and The Whispers. It has a runtime of 450.0 and 270.0 seconds. The song achieved significant success, becoming a UK top-ten single in 1980. It has alternative labels such as ""And The Beat Goes On"". The song is derived from various sources including 'The Whispers' and 'The Whispers (album)'. The song that preceded ""And the Beat Goes On"" in The Whispers' discography is ""Rock Steady"".",negative,"Based on the provided definition and information, there is no evidence to support the assertion that ""And the Beat Goes On"" by The Whispers is an autobiography. The song is a creative work, but it does not fit the definition of an autobiography as it is not a self-narrated account of the author's life experiences, achievements, failures, personal insights, and significant events. It is not written from a first-person perspective about the author's life, nor does it cover a significant portion of the author's life or focus on specific themes or periods in their life. Therefore, ""And the Beat Goes On"" cannot be classified as an autobiography."
http://caligraph.org/ontology/Autobiography,Autobiography,"Autobiography (noun):

1. A literary work about the author's own life, written by the author himself or herself. It is a self-narrated account of one's life experiences, achievements, failures, personal insights, and significant events.

2. Unlike a biography, which is a third-person narrative about someone's life, an autobiography is written from a first-person perspective, providing a subjective and intimate depiction of the author's life.

3. Autobiographies typically cover a significant portion of the author's life, although some may focus on specific themes or periods. They often include details about the author's background, personal life, career, relationships, and thoughts.

4. The truthfulness of an autobiography can be subjective, as it relies on the author's memory and personal interpretation of events.",http://caligraph.org/resource/Anna_Sui_(2009_book),Anna Sui (2009 book),"""Anna Sui (2009 book)"" is a non-fiction, autobiographical book authored by Susan Muaddi Darraj. The book, categorized under the genres of Biography and Non-fiction, specifically explores the subject of fashion design. Published by Infobase Publishing, the book has a total of 120 pages and comes in a paperback format. The book carries the ISBN number 9781438128641. The book is derived from various sources, mainly encompassing books by publishing companies from different countries and books by various topics, types, genres, and writers.",negative,"Based on the provided definition and information, it is not possible to argue that ""Anna Sui (2009 book)"" is an autobiography. The definition of an autobiography states that it is a literary work about the author's own life, written by the author himself or herself. However, ""Anna Sui (2009 book)"" is authored by Susan Muaddi Darraj, not Anna Sui. Therefore, it does not meet the criteria of an autobiography as defined above."
http://caligraph.org/ontology/Autobiography,Autobiography,"Autobiography (noun):

1. A literary work about the author's own life, written by the author himself or herself. It is a self-narrated account of one's life experiences, achievements, failures, personal insights, and significant events.

2. Unlike a biography, which is a third-person narrative about someone's life, an autobiography is written from a first-person perspective, providing a subjective and intimate depiction of the author's life.

3. Autobiographies typically cover a significant portion of the author's life, although some may focus on specific themes or periods. They often include details about the author's background, personal life, career, relationships, and thoughts.

4. The truthfulness of an autobiography can be subjective, as it relies on the author's memory and personal interpretation of events.",http://caligraph.org/resource/Nine_Lives_(2005_film),Nine Lives (2005 film),"""Nine Lives"" is a 2005 English-language film directed by Rodrigo García. This American anthology film is a drama that takes place within a single day and features a large cast, including Ian McShane, Sissy Spacek, K Callan, Mary Kay Place, Elpidia Carrillo, Miguel Sandoval, Glenn Close, Joe Mantegna, Dakota Fanning, Sydney Tamiia Poitier, Kathy Baker, Robin Wright, LisaGay Hamilton, Aidan Quinn, Amy Brenneman, Molly Parker, Holly Hunter, Amanda Seyfried, and Jason Isaacs. The film was scored by Edward Shearmur and distributed by Magnolia Pictures. It is notable for its use of American Sign Language and for being set in California. The film was derived from various sources and won the Golden Leopard award. The script was also written by Rodrigo García. The film had a budget of 500,000 and grossed 1,562,923.",negative,"Based on the provided definition and information, it is not possible to argue that ""Nine Lives"" (2005 film) is an autobiography. The film is a work of fiction directed and written by Rodrigo García, not a self-narrated account of his own life experiences, achievements, failures, personal insights, and significant events. It does not provide a subjective and intimate depiction of García's life from a first-person perspective. Therefore, ""Nine Lives"" does not meet the criteria to be classified as an autobiography."
